time,target,actual,control,p_term,i_term,source_label
5.86000000,1,0.99981170048470036,1.0000393425543099,0.00037659903059927835,0.99966274352371065,闭环仿真数据，非实测
5.88000000,1,0.99981620809968974,1.0000376790003436,0.00036758380062051899,0.99967009519972305,闭环仿真数据，非实测
5.90000000,1,0.99982059351734665,1.0000360844243359,0.00035881296530670959,0.99967727145902918,闭环仿真数据，非实测
5.92000000,1,0.99982486052319541,1.0000345559917105,0.00035027895360917327,0.99968427703810137,闭环仿真数据，非实测
5.94000000,1,0.99982901277167358,1.0000330909838873,0.00034197445665284931,0.99969111652723441,闭环仿真数据，非实测
5.96000000,1,0.9998330537910245,1.0000316867935446,0.00033389241795100943,0.99969779437559347,闭环仿真数据，非实测
5.98000000,1,0.9998369869879995,1.0000303409200746,0.00032602602400100267,0.99970431489607348,闭环仿真数据，非实测
6.00000000,1,0.99984081565237592,1.0000290509652265,0.00031836869524815015,0.99971068226997839,闭环仿真数据，非实测
6.02000000,1,0.99984454296130088,1.0000278146289245,0.00031091407739824994,0.9997169005515264,闭环仿真数据，非实测
6.04000000,1,0.99984817198346509,1.0000266297052576,0.00030365603306981015,0.99972297367218776,闭环仿真数据，非实测
6.06000000,1,0.99985170568311521,1.0000254940786326,0.00029658863376957889,0.99972890544486315,闭环仿真数据，非实测
6.08000000,1,0.99985514692391031,1.0000244057200862,0.00028970615217938089,0.99973469956790673,闭环仿真数据，非实测
6.10000000,1,0.99985849847262909,1.0000233626837434,0.00028300305474182608,0.99974035962900154,闭环仿真数据，非实测
6.12000000,1,0.99986176300273344,1.0000223631034253,0.00027647399453312183,0.99974588910889217,闭环仿真数据，非实测
6.14000000,1,0.99986494309779428,1.0000214051893919,0.00027011380441144262,0.99975129138498042,闭环仿真数据，非实测
6.16000000,1,0.99986804125478512,1.0000204872252187,0.00026391749042975476,0.99975656973478899,闭环仿真数据，非实测
6.18000000,1,0.99987105988724878,1.0000196075648016,0.00025788022550243817,0.99976172733929902,闭环仿真数据，非实测
6.20000000,1,0.99987400132834148,1.0000187646294822,0.00025199734331704526,0.99976676728616531,闭环仿真数据，非实测
6.22000000,1,0.99987686783376062,1.0000179569052936,0.00024626433247876278,0.99977169257281484,闭环仿真数据，非实测
6.24000000,1,0.99987966158455888,1.0000171829403146,0.00024067683088224712,0.99977650610943247,闭环仿真数据，非实测
6.26000000,1,0.99988238468985147,1.0000164413421355,0.00023523062029706665,0.99978121072183845,闭环仿真数据，非实测
6.28000000,1,0.99988503918941873,1.0000157307754243,0.00022992162116253212,0.99978580915426174,闭环仿真数据，非实测
6.30000000,1,0.99988762705620926,1.000015049959595,0.00022474588758147895,0.99979030407201341,闭环仿真数据，非实测
6.32000000,1,0.99989015019874738,1.0000143976665687,0.00021969960250523002,0.99979469806406351,闭环仿真数据，非实测
6.34000000,1,0.99989261046344857,1.0000137727186285,0.00021477907310285538,0.9997989936455256,闭环仿真数据，非实测
6.36000000,1,0.9998950096368463,1.0000131739863591,0.00020998072630740161,0.99980319326005174,闭环仿真数据，非实测
6.38000000,1,0.99989734944773456,1.0000126003866732,0.00020530110453087502,0.9998072992821424,闭环仿真数据，非实测
6.40000000,1,0.99989963156922812,1.0000120508809172,0.00020073686154375991,0.99981131401937329,闭环仿真数据，非实测
6.42000000,1,0.99990185762074557,1.0000115244730523,0.00019628475850885785,0.99981523971454345,闭环仿真数据，非实测
6.44000000,1,0.9999040291699155,1.000011020207916,0.00019194166016900382,0.99981907854774688,闭环仿真数据，非实测
6.46000000,1,0.99990614773441222,1.0000105371695458,0.00018770453117555874,0.99982283263837035,闭环仿真数据，非实测
6.48000000,1,0.99990821478372061,1.0000100744795803,0.00018357043255878835,0.99982650404702156,闭环仿真数据，非实测
6.50000000,1,0.99991023174083515,1.0000096312957178,0.00017953651832969264,0.99983009477738816,闭环仿真数据，非实测
6.52000000,1,0.99991219998389447,1.0000092068102435,0.00017560003221106513,0.99983360677803235,闭环仿真数据，非实测
6.54000000,1,0.99991412084775455,1.0000088002486129,0.00017175830449089879,0.99983704194412215,闭环仿真数据，非实测
6.56000000,1,0.99991599562550215,1.0000084108680978,0.00016800874899569607,0.99984040211910208,闭环仿真数据，非实测
6.58000000,1,0.99991782556991216,1.0000080379564813,0.00016434886017568928,0.99984368909630561,闭环仿真数据，非实测
6.60000000,1,0.99991961189485035,1.0000076808308109,0.00016077621029930711,0.99984690462051162,闭环仿真数据，非实测
6.62000000,1,0.99992135577662289,1.000007338836201,0.00015728844675422238,0.99985005038944674,闭环仿真数据，非实测
6.64000000,1,0.99992305835527573,1.0000070113446844,0.00015388328944854202,0.99985312805523574,闭环仿真数据，非实测
6.66000000,1,0.99992472073584593,1.00000669775411,0.00015055852830814231,0.99985613922580185,闭环仿真数据，非实测
6.68000000,1,0.99992634398956592,1.0000063974870874,0.00014731202086815109,0.99985908546621927,闭环仿真数据，非实测
6.70000000,1,0.99992792915502327,1.0000061099899717,0.00014414168995346976,0.99986196830001839,闭环仿真数据，非实测
6.72000000,1,0.99992947723927728,1.0000058347318928,0.00014104552144544868,0.9998647892104473,闭环仿真数据，非实测
6.74000000,1,0.99993098921893397,1.0000055712038218,0.0001380215621320513,0.99986754964168989,闭环仿真数据，非实测
6.76000000,1,0.99993246604118213,1.0000053189176783,0.00013506791763573389,0.99987025100004256,闭环仿真数据，非实测
6.78000000,1,0.99993390862479026,1.0000050774054703,0.00013218275041948502,0.99987289465505091,闭环仿真数据，非实测
6.80000000,1,0.99993531786106693,1.0000048462184745,0.00012936427786613969,0.99987548194060827,闭环仿真数据，非实测
6.82000000,1,0.9999366946147864,1.000004624926444,0.00012661077042719349,0.99987801415601685,闭环仿真数据，非实测
6.84000000,1,0.99993803972507989,1.0000044131168537,0.00012392054984022849,0.99988049256701361,闭环仿真数据，非实测
